listing_date;title;company;location;work_type;link
18-Oct-24 07:16;Engineer Security System;PT Mitra Cipta Hardi Elektrindo;Central Jakarta;Full time;https://www.jobstreet.co.id/job/79601900
21-Oct-24 07:48;Tech Lead, Digital Venture;CP AXTRA PUBLIC COMPANY LIMITED;Jakarta;Contract/Temp;https://www.jobstreet.co.id/job/79640475
23-Oct-24 11:12;Data Protection Officer (manajerial);PT Bintraco Dharma Tbk;Tangerang;Full time;https://www.jobstreet.co.id/job/79709285
21-Oct-24 07:57;DevOps Engineer - Fully REMOTE;CP AXTRA PUBLIC COMPANY LIMITED;Jakarta;Contract/Temp;https://www.jobstreet.co.id/job/79640695
21-Oct-24 06:21;IT Coordinator;OneSmile Aligners;Jakarta;Contract/Temp;https://www.jobstreet.co.id/job/79637443
21-Oct-24 03:29;IT Team Leader - System (Contract);PT Net One Asia;South Jakarta;Contract/Temp;https://www.jobstreet.co.id/job/79631873
23-Oct-24 05:30;Engineer On Site;PT QUINSIS LINTAS MITRA;Jakarta;Contract/Temp;https://www.jobstreet.co.id/job/79697846
17-Oct-24 02:11;Network Controller Specialist;PT Motasa Indonesia ( Ladaku );Mojokerto Regency;Full time;https://www.jobstreet.co.id/job/79563195
23-Oct-24 02:49;Account Manager (IT Solutions);PT IT Group Indonesia;Jakarta;Full time;https://www.jobstreet.co.id/job/79694860
23-Oct-24 12:53;VOIP Network Engineer;PT Anabatic Technologies;South Tangerang;Full time;https://www.jobstreet.co.id/job/79710368
17-Oct-24 03:34;System Engineer (Data Center);PT Nusantara Compnet Integrator;West Jakarta;Full time;https://www.jobstreet.co.id/job/79566763
23-Oct-24 06:52;Network Engineer;PT Sky Parking Utama;Tangerang;Full time;https://www.jobstreet.co.id/job/79703795
23-Oct-24 08:58;IT SAP  MANAGER;Private Advertiser;Jakarta;Full time;https://www.jobstreet.co.id/job/79706289
23-Oct-24 07:15;System Engineer;TREND NETWORK TECHNOLOGY SDN. BHD.;Jakarta;Contract/Temp;https://www.jobstreet.co.id/job/79704264
23-Oct-24 07:58;Software Engineer;CV Unitek Solusi;Semarang;Full time;https://www.jobstreet.co.id/job/79705140
23-Oct-24 09:36;IT Helpdesk;Private Advertiser;Tangerang;Full time;https://www.jobstreet.co.id/job/79708129
23-Oct-24 12:00;Manager - Sales & Service (Salesforce Solution Architect) - ID;Deloitte;Jakarta;Full time;https://www.jobstreet.co.id/job/79712818
23-Oct-24 07:27;System Analyst;Private Advertiser;Tangerang;Full time;https://www.jobstreet.co.id/job/79704619
23-Oct-24 16:09;Operations Associate (Partner Education & Quality);PT. LALAMOVE LOGISTIK INDONESIA;South Jakarta;Full time;https://www.jobstreet.co.id/job/79712290
22-Oct-24 09:28;Infrastructure & Network Supervisor;PT Griya Miesejati (Bakmi GM);West Jakarta;Full time;https://www.jobstreet.co.id/job/79680114
22-Oct-24 10:33;IT Pre Sales;PT Sirius Digital Solusindo;West Jakarta;Full time;https://www.jobstreet.co.id/job/79681366
22-Oct-24 09:48;Linux Engineer - IT Consultant (A-112378);RGF HR Agent Indonesia;Central Jakarta;Full time;https://www.jobstreet.co.id/job/79680768
22-Oct-24 04:02;Application Consultant (Business Consultant);PT Strategic Partner Solution;Jakarta;Full time;https://www.jobstreet.co.id/job/79665818
22-Oct-24 04:29;Network Specialist;PT Cyberplus Media Pratama;Bekasi;Full time;https://www.jobstreet.co.id/job/79668694
22-Oct-24 09:52;Server Engineer - IT Consultant (A-112371);RGF HR Agent Indonesia;Central Jakarta;Full time;https://www.jobstreet.co.id/job/79680816
22-Oct-24 04:29;Senior Software Development Engineer in Test/SDET (Katalon);PT. Wide Technologies Indonesia;South Jakarta;Full time;https://www.jobstreet.co.id/job/79668707
21-Oct-24 07:20;Governance, Risk, and Compliance Officer;PT ITPro Citra Indonesia;West Jakarta;Full time;https://www.jobstreet.co.id/job/79639827
22-Oct-24 09:30;Software Engineer -  Competitive Intelligence;PT Trinusa Travelindo;Jakarta;Full time;https://www.jobstreet.co.id/job/79687707
21-Oct-24 01:48;IT Toll Equipment;PT Nusantara Infrastructure, Tbk;South Tangerang;Full time;https://www.jobstreet.co.id/job/79603238
21-Oct-24 07:14;Product Specialist;PT ITPro Citra Indonesia;West Jakarta;Full time;https://www.jobstreet.co.id/job/79639677
21-Oct-24 04:03;ORM Business Operation Control Section Head (IT Risk);PT Mandiri Utama Finance;South Jakarta;Full time;https://www.jobstreet.co.id/job/79633279
21-Oct-24 02:52;Infrastructure & DevOps Officer;PT Emos Global Digital;East Jakarta;Full time;https://www.jobstreet.co.id/job/79630408
21-Oct-24 02:03;Database Section Head (IT);Private Advertiser;West Jakarta;Full time;https://www.jobstreet.co.id/job/79628851
21-Oct-24 02:17;IT PROGRAMMER;PT Bangun Putra Pesaka;North Jakarta;Full time;https://www.jobstreet.co.id/job/79629263
21-Oct-24 13:43;DevOps/SRE;PT SOD Technology Indonesia;Jakarta;Full time;https://www.jobstreet.co.id/job/79645826
21-Oct-24 08:55;System Analyst;PT Electronic Data Interchange Indonesia (Member of Pelindo);Jakarta;Contract/Temp;https://www.jobstreet.co.id/job/79641852
21-Oct-24 02:41;Project Manager Access Control;PT.Ingen Technologies;West Jakarta;Contract/Temp;https://www.jobstreet.co.id/job/79630024
21-Oct-24 07:44;Engineer;PT Dimulti Pilar Narmadi;Depok;Contract/Temp;https://www.jobstreet.co.id/job/79640345
21-Oct-24 09:28;L1 Cloud Support Engineer;PT Data Labs Analytics;Central Jakarta;Full time;https://www.jobstreet.co.id/job/79643121
21-Oct-24 10:01;Help Desk - Software;PT SBG Solusi Bisnis;Batam;Full time;https://www.jobstreet.co.id/job/79643991
21-Oct-24 12:00;Senior Analyst - Innovation Cloud Development Center - Outsystems Developer - ID;Deloitte;Jakarta;Full time;https://www.jobstreet.co.id/job/79648202
21-Oct-24 04:28;Solution Engineer;PT SOD Technology Indonesia;Jakarta;Full time;https://www.jobstreet.co.id/job/79634268
21-Oct-24 02:53;IT System Analyst;Private Advertiser;South Tangerang;Contract/Temp;https://www.jobstreet.co.id/job/79630420
20-Oct-24 17:43;Technical Leader;PT. HTC Global Software Services;Central Jakarta;Contract/Temp;https://www.jobstreet.co.id/job/79622942
20-Oct-24 17:34;Quality Assurance Automation (Banking);PT. HTC Global Software Services;Central Jakarta;Contract/Temp;https://www.jobstreet.co.id/job/79622934
19-Oct-24 07:54;IT Support Staff;Indonesia Equipment Centre;North Jakarta;Contract/Temp;https://www.jobstreet.co.id/job/79617097
20-Oct-24 00:46;Engineer CCTV & Access Door;PT Xpert Teknologi Inovasi;Padang;Contract/Temp;https://www.jobstreet.co.id/job/79620116
18-Oct-24 07:06;Cloud Engineer (Microsoft Solution Specialist);PT Era Awan Digital;Central Jakarta;Full time;https://www.jobstreet.co.id/job/79601639
18-Oct-24 02:00;L1 Operation;PT Phincon;Jakarta;Full time;https://www.jobstreet.co.id/job/79591041
18-Oct-24 07:24;IT Database Engineer;PT Avows Technologies;South Jakarta;Contract/Temp;https://www.jobstreet.co.id/job/79602092
18-Oct-24 07:18;IT Officer (Semarang);PT Propan Raya Industrial Coating Chemicals (HCBP );Semarang;Full time;https://www.jobstreet.co.id/job/79601964
17-Oct-24 07:17;Senior IT Support;PT Helena Chloe Gracia;Jakarta;Full time;https://www.jobstreet.co.id/job/79574363
17-Oct-24 01:59;IT Programmer Lead;PT. ALDMIC COOPN DIGITAL;West Jakarta;Full time;https://www.jobstreet.co.id/job/79562828
18-Oct-24 08:02;FTTH - Governance & 3rd Party Management;PT XL Axiata Tbk;South Jakarta;Full time;https://www.jobstreet.co.id/job/79608040
17-Oct-24 07:20;Senior Software Architect;PT SOD Technology Indonesia;Central Jakarta;Full time;https://www.jobstreet.co.id/job/79334705
17-Oct-24 07:27;IT Supervisor;Devis Jaya;West Jakarta;Full time;https://www.jobstreet.co.id/job/79574588
17-Oct-24 04:26;SAP Basis Supervisor;Private Advertiser;Jakarta;Full time;https://www.jobstreet.co.id/job/79568813
16-Oct-24 15:02;Exterro FTK Virtual License;PT Data Sinergitama Jaya;South Jakarta;Casual/Vacation;https://www.jobstreet.co.id/job/79553877
17-Oct-24 07:05;Analyst, Change Management;PT Bank DBS Indonesia;Jakarta;Full time;https://www.jobstreet.co.id/job/79580383
16-Oct-24 18:35;DevOps;PT XL Axiata Tbk;South Jakarta;Contract/Temp;https://www.jobstreet.co.id/job/79557102
22-Oct-24 12:19;Cyber Security Engineer - IT Consulting;RGF HR Agent Recruitment;Jakarta;Full time;https://www.jobstreet.co.id/job/79685917
22-Oct-24 07:13;Group IT Lead;PT Magna Finance Tbk;South Jakarta;Full time;https://www.jobstreet.co.id/job/79679892
23-Oct-24 05:19;Systems Engineer - 2;Palo Alto Networks;Central Jakarta;Full time;https://www.jobstreet.co.id/job/79707324
22-Oct-24 01:30;SEA Cyber Application Consultant;Rockwell Automation Southeast Asia Pte. Ltd.;Jakarta;Full time;https://www.jobstreet.co.id/job/79673404
22-Oct-24 01:48;Microsoft Security Engineer (L1);PT NTT Indonesia;South Jakarta;Full time;https://www.jobstreet.co.id/job/79662639
22-Oct-24 12:19;Server Engineer - IT Consultant;RGF HR Agent Recruitment;Jakarta;Full time;https://www.jobstreet.co.id/job/79685843
22-Oct-24 05:30;Senior Analyst - Infrastructure;AP Moller - Maersk Group;Jakarta;Full time;https://www.jobstreet.co.id/job/79685923
22-Oct-24 12:56;Lowongan Kerja sebagai Network Performance Optimization Engineer di PT ZTE;PT ZTE Indonesia;South Jakarta;Full time;https://www.jobstreet.co.id/job/79687704
22-Oct-24 10:30;Solutions Engineer, CPaaS;8x8 Inc;Jakarta;Full time;https://www.jobstreet.co.id/job/79691185
22-Oct-24 05:16;IT MANAGER;Boga Gumi Consulting;Bali;Full time;https://www.jobstreet.co.id/job/79669964
21-Oct-24 04:20;Senior Cloud Infrastructure Associate;PT Alto Network;Central Java;Full time;https://www.jobstreet.co.id/job/79638025
21-Oct-24 08:18;Head of IT System Development Department;Capital Financial Indonesia;Jakarta;Full time;https://www.jobstreet.co.id/job/79645336
21-Oct-24 05:30;Telnet Officer,IT,SS;Royal Golden Eagle Group (RGE);Bangkalan Regency;Full time;https://www.jobstreet.co.id/job/79647448
21-Oct-24 11:51;(Senior) Operation Technology System Engineer;Frisian Flag;Cikarang;Full time;https://www.jobstreet.co.id/job/79647498
19-Oct-24 05:53;Senior DevOps Engineer;PT Magna Finance Tbk;South Jakarta;Full time;https://www.jobstreet.co.id/job/79660461
19-Oct-24 05:54;IoT Solutions Architect;PT Magna Finance Tbk;South Jakarta;Full time;https://www.jobstreet.co.id/job/79660438
20-Oct-24 00:00;Consultant / Interim Manager / Partner @ INSECOGO (m/f/d) remote in Malaysia;INSEMACO® Recruiting & Executive Search Consultants GmbH & Co. KG;Kuningan Regency;Full time;https://www.jobstreet.co.id/job/79623156
18-Oct-24 09:18;Risk Policy and Onboarding Manager;PT Sinar Digital Terdepan;Jakarta;Full time;https://www.jobstreet.co.id/job/79607947
17-Oct-24 11:41;Data Center Engineering Ops Engineer, DC Communities;Enak Amazon makanan;Jakarta;Full time;https://www.jobstreet.co.id/job/79581326
18-Oct-24 14:49;Head of IT Security (Defensive & SecOps) – Banking;Company Confidential;Jakarta;Full time;https://www.jobstreet.co.id/job/79612329
22-Oct-24 03:51;Data Security and Privacy Officer;PT Mid Solusi Nusantara (MEKARI);Jakarta;Full time;https://www.jobstreet.co.id/job/79686682
18-Oct-24 03:00;Cloud Engineer - Professional Cloud Architect Google Cloud;Referensiin_Aja;West Java;Full time;https://www.jobstreet.co.id/job/79600265
17-Oct-24 08:17;Staf Petugas Pos;PT. Bahana Security Sistem;Denpasar;Full time;https://www.jobstreet.co.id/job/79672173
17-Oct-24 09:31;IT System Engineer - Telecommunication Industry;PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH);Tangerang;Full time;https://www.jobstreet.co.id/job/79588348
17-Oct-24 07:31;IT System Engineer;PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH);Jakarta;Contract/Temp;https://www.jobstreet.co.id/job/79580219
